借据流水号,客户编号,客户名称,业务品种,是否表外,起始日期,到期日期,年利率,放款金额,借据余额,附加担保方式,业务品种大类,逾期天数,五级分类,经办人,业务品种细分,核心企业名称,组织机构证注册地,营业执照证注册地,统一社会信息证注册地,注册地址,利率调整周期,下一结息日,所属部门HR,终结日期,还款金额,ECIF客户号
2025072700000036,2021012600000412,北京旺冶贸易有限公司,反向保理,表内,2025-07-27,2026-07-20,6,101895.62,101895.62,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市密云区,北京市密云区,北京市密云区,北京市密云区,,2026-07-20,供应链金融部,,0E-20,320007653390
2025051900000039,2021012600000412,北京旺冶贸易有限公司,反向保理,表内,2025-05-19,2026-05-14,6,226377.89,226377.89,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市密云区,北京市密云区,北京市密云区,北京市密云区,,2026-05-14,供应链金融部,,0E-20,320007653390
2025011000000006,2021032500000686,无锡市苏轩电缆有限公司,反向保理,表内,2025-01-10,2026-01-10,5,2055435.05,2055435.05,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,,2026-01-10,公司业务三部,,0E-20,320007803166
2024110100000031,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2024-11-01,2025-10-27,6.5,117232.39,117232.39,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2025-10-27,供应链金融部,,0E-20,320008214590
2025063000000023,2021060300000011,上海中硕钢铁贸易有限公司,普通流动资金贷款,表内,2025-06-30,2025-09-28,6.1,345096,243531,,一般贷款,0,1-正常,曲鑫（客户经理）,现货业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-09-28,公司业务三部,,101565.000000000000,310009309813
2025032800000027,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-03-28,2026-03-23,6,177845.38,177845.38,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2026-03-23,供应链金融部,,0E-20,320008950271
PJ20250304000012,2019121300000015,上海微拓贸易有限公司,银行承兑汇票,表外,2025-03-04,2025-09-04,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,200002717890
PJ20250321000003,2019121300000015,上海微拓贸易有限公司,银行承兑汇票,表外,2025-03-21,2025-09-21,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,200002717890
PJ20250625000021,2019121300000015,上海微拓贸易有限公司,银行承兑汇票,表外,2025-06-25,2025-12-25,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,200002717890
2025031200000028,2017120500000005,河南泰仁商贸有限公司,反向保理,表内,2025-03-12,2026-03-07,6,120907.6,120907.6,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市,,2026-03-07,供应链金融部,,0E-20,200001059254
PJ20250609000002,2017010600000497,上海吉恒贸易有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,35000000,35000000,,票据,0,1-正常,张子龙,,,上海市浦东新区,上海市浦东新区,上海市青浦区,上海市青浦区,,,,,0E-20,200000186489
2024100800000028,2017121900000025,西安航城物资有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,121983.41,121983.41,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-10-03,供应链金融部,,0E-20,200001072704
2025062400000022,2017121900000025,西安航城物资有限公司,反向保理,表内,2025-06-24,2026-06-18,6,361915.08,361915.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2026-06-18,供应链金融部,,0E-20,200001072704
2025052000000033,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-05-20,2026-05-14,6,230570.64,230570.64,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-05-14,供应链金融部,,0E-20,200001521312
2024121600000012,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2024-12-16,2025-12-11,6.5,530160.8,530160.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2025-12-11,供应链金融部,,0E-20,200001521312
2024122000000020,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2024-12-20,2025-12-15,6.5,414842.92,414842.92,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2025-12-15,供应链金融部,,0E-20,200001521312
2025031900000026,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-03-19,2026-03-13,6,130564.56,130564.56,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-03-13,供应链金融部,,0E-20,200001521312
2024100800000062,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,115700.34,115700.34,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-10-03,供应链金融部,,0E-20,200001697732
2024093000000051,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-09-30,2025-09-25,6.5,119418.52,119418.52,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-09-25,供应链金融部,,0E-20,200001697732
2025012300000007,2018100900000009,郑州郑发钢铁有限公司,反向保理,表内,2025-01-23,2026-01-17,6.5,117216.03,117216.03,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市,,2026-01-17,供应链金融部,,0E-20,200002022603
2025031000000020,2018100900000009,郑州郑发钢铁有限公司,反向保理,表内,2025-03-10,2026-03-05,6,253797.16,253797.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市,,2026-03-05,供应链金融部,,0E-20,200002022603
2025032800000031,2018100900000009,郑州郑发钢铁有限公司,反向保理,表内,2025-03-28,2026-03-23,6,114731.12,114731.12,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市,,2026-03-23,供应链金融部,,0E-20,200002022603
PJ20250609000008,2020120400000402,上海习冶实业有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,50000000,50000000,,票据,0,1-正常,沈旭,,,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,,,,0E-20,310007312823
PJ20250609000009,2020120400000402,上海习冶实业有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,50000000,50000000,,票据,0,1-正常,沈旭,,,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,,,,0E-20,310007312823
2025070100000032,2021032500000686,无锡市苏轩电缆有限公司,反向保理,表内,2025-07-01,2026-07-01,5,1216658.52,1216658.52,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,,2026-07-01,公司业务三部,,0E-20,320007803166
2024072900000017,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2024-07-29,2026-01-24,6.5,63934.01,63934.01,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2025-07-24,供应链金融部,,0E-20,320008214590
2025052300000018,2017121900000025,西安航城物资有限公司,反向保理,表内,2025-05-23,2026-05-17,6,120463.03,120463.03,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2026-05-17,供应链金融部,,0E-20,200001072704
2024120600000002,2017121900000025,西安航城物资有限公司,反向保理,表内,2024-12-06,2025-11-29,6.5,129330.32,129330.32,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-11-29,供应链金融部,,0E-20,200001072704
2025022500000015,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-02-25,2026-02-20,6,133140.22,133140.22,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-02-20,供应链金融部,,0E-20,200001521312
PJ20250321000010,2019121300000015,上海微拓贸易有限公司,银行承兑汇票,表外,2025-03-21,2025-09-21,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,200002717890
PJ20250321000004,2019121300000015,上海微拓贸易有限公司,银行承兑汇票,表外,2025-03-21,2025-09-21,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,200002717890
2024092900000044,2017110800000018,成都德格隆贸易有限公司,反向保理,表内,2024-09-29,2025-09-21,6.5,69616.32,69616.32,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,四川省成都市武侯区,四川省成都市武侯区,四川省成都市武侯区,四川省成都市,,2025-09-21,供应链金融部,,0E-20,200000936361
2024072900000016,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2024-07-29,2026-01-24,6.5,97164.3,97164.3,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2025-07-24,供应链金融部,,0E-20,320008214590
2024110100000028,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2024-11-01,2025-10-27,6.5,111315.06,111315.06,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2025-10-27,供应链金融部,,0E-20,320008214590
2024093000000033,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2024-09-30,2026-03-25,6.5,143097.36,143097.36,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2025-09-25,供应链金融部,,0E-20,320008214590
2025082500000025,2021101100000507,上海沪闽钢铁商贸有限公司,普通流动资金贷款,表内,2025-08-25,2025-12-23,6.1,1029812.54,1029812.54,,一般贷款,0,1-正常,曲鑫（客户经理）,产能预售业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-12-23,公司业务三部,,0E-20,310012173747
2025061300000030,2021111100000138,上海升延电子技术有限公司,反向保理,表内,2025-06-13,2026-06-13,5,4189597.22,4189597.22,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,2026-06-13,公司业务三部,,0E-20,310012352244
2025070100000045,2021111900000854,扬州腾飞电缆电器材料有限公司,反向保理,表内,2025-07-01,2026-07-01,5,1328709.33,1328709.33,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省扬州市宝应县,江苏省扬州市宝应县,江苏省扬州市宝应县,江苏省扬州市宝应县,,2026-07-01,公司业务三部,,0E-20,320007968853
2024100800000027,2017121900000025,西安航城物资有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,120304.02,120304.02,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-10-03,供应链金融部,,0E-20,200001072704
2025022400000012,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-02-24,2026-02-19,6,114428.15,114428.15,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-02-19,供应链金融部,,0E-20,200001521312
2025032700000013,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-03-27,2026-03-21,6,119616.76,119616.76,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-03-21,供应链金融部,,0E-20,200001521312
2024081300000006,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2024-08-13,2026-02-04,6.5,129870,129870,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2025-08-04,供应链金融部,,0E-20,320008214590
2025012000000010,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2025-01-20,2026-01-15,6.5,113154.65,113154.65,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2026-01-15,供应链金融部,,0E-20,320008214590
2025080800000025,2021051800000609,上海泽图供应链管理有限公司,普通流动资金贷款,表内,2025-08-08,2025-11-06,6.1,598700,492450,,一般贷款,0,1-正常,曲鑫（客户经理）,现货业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-11-06,公司业务三部,,106250.000000000000,310009168732
